Hackathon_Url,Topic_X_count,num_submission,popular,Topic_X_proportion
https://pi-2016.devpost.com/,2,13.0,No,0.1538
https://cyhacks.devpost.com/,1,11.0,No,0.0909
https://hackecpat.devpost.com/,2,10.0,No,0.2000
https://hakron2017.devpost.com/,2,15.0,No,0.1333
https://hack4no2018.devpost.com/,2,13.0,No,0.1538
https://arweave-hackathon.devpost.com/,2,11.0,No,0.1818
https://singlehack.devpost.com/,1,12.0,No,0.0833
https://hackathonusp2016.devpost.com/,4,13.0,No,0.3077
https://iosb-2015.devpost.com/,1,12.0,No,0.0833
https://hackpotsdam-spring2017.devpost.com/,1,10.0,No,0.1000
https://socialhacksnyc.devpost.com/,4,14.0,No,0.2857
https://ki-hacks.devpost.com/,1,14.0,No,0.0714
https://first-year-hack-2017.devpost.com/,2,10.0,No,0.2000
https://superposition3.devpost.com/,4,11.0,No,0.3636
https://virtuafest.devpost.com/,3,11.0,No,0.2727
https://trnqlcontext.devpost.com/,2,13.0,No,0.1538
https://aws-hackathon-for-good-2019.devpost.com/,1,11.0,No,0.0909
https://beaverhacks-fall-18.devpost.com/,1,10.0,No,0.1000
https://svhacks-6444.devpost.com/,2,14.0,No,0.1429
https://a-hack-of-the-drones.devpost.com/,1,14.0,No,0.0714
https://redhat.devpost.com/,1,11.0,No,0.0909
https://hackysu2016.devpost.com/,1,14.0,No,0.0714
